"";"pred";"obs"
"1";0,478582233190536;0,427432413789272
"2";0,178786426782608;0,13404759272574
"3";0,533769726753235;0,495826610086623
"4";0,605340421199799;0,480877051971522
"5";0,55483078956604;0,501930982980715
"6";0,700696706771851;0,792076810566259
"7";0,422480821609497;0,268593491182098
"8";0,606098532676697;0,471782757488047
"9";0,457359671592712;0,437149606008462
"10";0,491096168756485;0,39105521093946
"11";0,208249628543854;0,187367651360848
"12";0,491497009992599;0,410738754472125
"13";0,178053557872772;0,194717819726369
"14";0,452259987592697;0,457456084650706
"15";0,566523671150208;0,66301233743646
"16";0,555205583572388;0,63772270182441
"17";0,573419213294983;0,383580413194977
"18";0,368201702833176;0,283667628844341
"19";0,277418881654739;0,251650697686575
"20";0,497929334640503;0,559985051949297
"21";0,48190513253212;0,58390434991664
"22";0,516902208328247;0,387317787151309
"23";0,213477596640587;0,189859229845751
"24";0,544464766979218;0,625264747110122
"25";0,600087940692902;0,453095825416615
"26";0,419703006744385;0,443876914012132
"27";0,790881752967834;0,772019491018301
"28";0,763720214366913;0,658652078202369
"29";0,289476335048676;0,244425083952288
"30";0,256898999214172;0,217266730217185
"31";0,468369156122208;0,370250401650689
"32";0,462315440177917;0,374610723174554
"33";0,308579325675964;0,290145777753726
"34";0,167530253529549;0,0631618304014409
"35";0,477793782949448;0,442008245720898
"36";0,386418402194977;0,402890230544169
"37";0,126016184687614;0,113865706088594
"38";0,493332713842392;0,462563846083564
"39";0,373049974441528;0,325650923773537
"40";0,480208605527878;0,431169800203558
"41";0,279734015464783;0,270835935488624
"42";0,511675596237183;0,444624403752944
"43";0,218888312578201;0,27345211843658
"44";0,566192507743835;0,256260128472907
"45";0,138277620077133;0,10028653545002
"46";0,312693804502487;0,435280937717228
"47";0,638004720211029;0,677339010273801
"48";0,732179343700409;0,798430292722818
"49";0,875791966915131;0,760807319317486
"50";0,74828690290451;0,809517872418534
"51";0,475342243909836;0,429425686543558
"52";0,493986487388611;0,462439291452331
"53";0,745226323604584;0,905194964624267
"54";0,170180276036263;0,155849013475745
"55";0,356014668941498;0,334994389809254
"56";0,196584403514862;0,195589901472279
"57";0,185480803251266;0,134421331367169
"58";0,451553672552109;0,382708356364977
"59";0,42408561706543;0,460819744881519
"60";0,569115877151489;0,610439805916029
"61";0,191717699170113;0,288401651635771
"62";0,643974542617798;0,624268098275024
"63";0,814797222614288;0,827457352123019
"64";0,207439348101616;0,186993900261465
"65";0,516604423522949;0,387317787151309
"66";0,575568318367004;0,482371994079282
"67";0,357186406850815;0,378597256225171
"68";0,577291190624237;0,449483006091516
"69";0,235004797577858;0,195465309467181
"70";0,644207417964935;0,651177267999932
"71";0,547688782215118;0,521739130976433
"72";0,579474627971649;0,522611187806433
"73";0,43406668305397;0,304098674575774
"74";0,62637323141098;0,807026318849541
"75";0,575082004070282;0,669864200071364
"76";0,342044979333878;0,497819882840909
"77";0,580627858638763;0,518375483203575
"78";0,573314607143402;0,642456749531749
"79";0,158715203404427;0,127320297180025
"80";0,166071340441704;0,165566218152889
"81";0,379726648330688;0,492836676039284
"82";0,518760085105896;0,408247151071313
"83";0,166591748595238;0,0773638987757294
"84";0,409850865602493;0,332129072682922
"85";0,346385926008224;0,362775653738026
"86";0,221437603235245;0,162327149927175
"87";0,30762305855751;0,379843039238646
"88";0,507438242435455;0,460570573329278
"89";0,408794820308685;0,470038643828046
"90";0,520549297332764;0,513766052417243
"91";0,0984006002545357;0,0869565239057313
"92";0,193490073084831;0,204559616408611
"93";0,2599838078022;0,256633867114336
"94";0,451666861772537;0,448486394630283
"95";0,375601887702942;0,451849992571322
"96";0,462471961975098;0,431169800203558
"97";0,16018582880497;0,140027410988599
"98";0,442198127508163;0,35280927750864
"99";0,522648096084595;0,6324903359285
"100";0,445010542869568;0,523234122916012
"101";0,453162103891373;0,435280937717228
"102";0,072876363992691;0
"103";0,34873828291893;0,267970605904338
"104";0,154591679573059;0,151613308872887
"105";0,491497009992599;0,410738754472125
"106";0,579978346824646;0,707113509582995
"107";0,57562130689621;0,555251066531732
"108";0,661439836025238;0,667870939775033
"109";0,194659173488617;0,212906446067184
"110";0,333163201808929;0,36726049251926
"111";0,551606118679047;0,417590617107029
"112";0,609645783901215;0,577924531653782
"113";0,484850585460663;0,423196709186414
"114";0,340244710445404;0,40986671010008
"115";0,733593463897705;0,841036472929774
"116";0,54676365852356;0,505668356937046
"117";0,275777012109756;0,287031289075154
"118";0,606077015399933;0,636975212083598
"119";0,418199986219406;0,390681447382122
"120";0,471200078725815;0,460196847145804
"121";0,150634452700615;0,184876047960036
"122";0,398171424865723;0,389684835920888
"123";0,673526763916016;0,733898137134624
"124";0,146806433796883;0,153357422532887
"125";0,797644853591919;0,859225174018318
"126";0,53851842880249;0,511399053479483
"127";0,188231021165848;0,164320422681461
"128";0,547532975673676;0,573937998603164
"129";0,621487021446228;0,676342348980749
"130";0,681422472000122;0,552510291578679
"131";0,471745252609253;0,460446018698045
"132";0,357014119625092;0,315186241813535
"133";0,38698422908783;0,370873286928449
"134";0,30199122428894;0,193222877618609
"135";0,244152873754501;0,27345211843658
"136";0,299965173006058;0,266724810432909
"137";0,495020985603333;0,490718848653765
"138";0,23954464495182;0,210165708487996
"139";0,211116552352905;0,249408253380049
"140";0,614867389202118;0,683692542262179
"141";0,243392914533615;0,164943320417175
"142";0,484811931848526;0,471159872210287
"143";0,476251572370529;0,548897472253581
"144";0,457837402820587;0,387068677888842
"145";0,225103139877319;0,196835672027798
"146";0,393050521612167;0,496947826010909
"147";0,484105467796326;0,498567322749902
"148";0,166560426354408;0,149246297477172
"149";0,132194742560387;0,130933104047168
"150";0,56855970621109;0,662514006789934
"151";0,184121415019035;0,122710853935738
"152";0,221181720495224;0,189485503662277
"153";0,396212726831436;0,254391435265764
"154";0,476457357406616;0,429425686543558
"155";0,416072934865952;0,297745117671487
