"";"pred";"obs"
"1";0,599186837673187;0,486358539587855
"2";0,590086221694946;0,566712359952968
"3";0,215866357088089;0,246792070432093
"4";0,188792273402214;0,136539183668598
"5";0,566100239753723;0,515385598988055
"6";0,165511712431908;0,1478759224586
"7";0,278239220380783;0,269963878658624
"8";0,291416525840759;0,176529218301463
"9";0,410453200340271;0,410863358935178
"10";0,199598863720894;0,244051332852905
"11";0,566192507743835;0,667372658960325
"12";0,830065190792084;0,783231575513431
"13";0,668771028518677;0,709729667615041
"14";0,388269633054733;0,315559992912919
"15";0,0629801079630852;0,030521989050006
"16";0,383910953998566;0,284913436773725
"17";0,309933960437775;0,322785606647206
"18";0,460110306739807;0,443378583365606
"19";0,493288844823837;0,504173414829287
"20";0,731875777244568;0,72094185177381
"21";0,112622782588005;0,141148626912885
"22";0,757737457752228;0,525601109395817
"23";0,46607506275177;0,425065427309466
"24";0,587774872779846;0,557742607642771
"25";0,402019798755646;0,398156245126604
"26";0,534095585346222;0,556870563270725
"27";0,422807216644287;0,390806051845174
"28";0,830065190792084;0,783231575513431
"29";0,393893957138062;0,52983682645663
"30";0,309286773204803;0,372617450420268
"31";0,561163663864136;0,659399518111362
"32";0,487817496061325;0,378597256225171
"33";0,859150648117065;0,80067272457139
"34";0,321437776088715;0,275445391190866
"35";0,113468118011951;0,112869069711451
"36";0,0996822491288185;0,0954279331114472
"37";0,308973491191864;0,207798684634326
"38";0,511675596237183;0,460570573329278
"39";0,515417397022247;0,621278214059505
"40";0,76718533039093;0,821851309875453
"41";0,254224300384521;0,259250025146382
"42";0,569498419761658;0,516631369543575
"43";0,349201381206512;0,321041492987206
"44";0,54458087682724;0,554005233686439
"45";0,393696248531342;0,379220141502931
"46";0,797644853591919;0,859225174018318
"47";0,481465190649033;0,38308213238027
"48";0,0946672856807709;0,150367513401458
"49";0,425725549459457;0,333125709060065
"50";0,314925819635391;0,350193119476594
"51";0,383197754621506;0,367634243618643
"52";0,533365666866302;0,561480043888876
"53";0,617192089557648;0,60682698659093
"54";0,479179441928864;0,489722187360712
"55";0,271085560321808;0,318176175860874
"56";0,53863799571991;0,390681447382122
"57";0,853138267993927;0,970100896227754
"58";0,897958993911743;0,958888811732623
"59";0,440181493759155;0,482994879357042
"60";0,29466724395752;0,19023296848718
"61";0,145365878939629;0,158714343060031
"62";0,319397211074829;0,271209674130053
"63";0,813415229320526;0,83879414074484
"64";0,281100779771805;0,316556629290062
"65";0,593892931938171;0,658153747555843
"66";0,487779289484024;0,451351711756614
"67";0,283346027135849;0,243303868028002
"68";0,189623579382896;0,195216150372895
"69";0,144434109330177;0,127195717632882
"70";0,862739086151123;0,960134594746097
"71";0,300220638513565;0,277189492392911
"72";0,336021393537521;0,328267106721493
"73";0,21227753162384;0,275569970738008
"74";0,330930978059769;0,383206687011503
"75";0,879261672496796;0,933972902304047
"76";0,487636089324951;0,39952663260313
"77";0,512013256549835;0,591379097829304
"78";0,209878042340279;0,163074627210032
"79";0,149211093783379;0,1478759224586
"80";0,558360576629639;0,602092951341546
"81";0,160951629281044;0,158340604418602
"82";0,388178437948227;0,332253652230065
"83";0,236646741628647;0,154104899815744
"84";0,259422034025192;0,281425196995769
"85";0,64807915687561;0,654914704246037
"86";0,373540252447128;0,283418469750055
"87";0,287112414836884;0,250529481762289
"88";0,757187128067017;0,89734649052813
"89";0,51326048374176;0,389061938185173
"90";0,328997880220413;0,339603845511495
"91";0,158935397863388;0,214401413090854
"92";0,491497009992599;0,410738754472125
"93";0,31925356388092;0,276691186662294
"94";0,604830145835876;0,617042509456647
"95";0,199029520153999;0,173539309170034
"96";0,544550776481628;0,626385975492363
"97";0,420732855796814;0,502180142075001
"98";0,38205498456955;0,291765299408628
"99";0,512179851531982;0,644948290642788
"100";0,143685773015022;0,181387808182081
"101";0,406426161527634;0,391553491754167
"102";0,209017992019653;0,173788480722274
"103";0,174026384949684;0,123582910765738
"104";0,420069575309753;0,472156483671521
"105";0,507077097892761;0,501058926150714
"106";0,65514349937439;0,63946681548441
"107";0,623068153858185;0,676217794349515
"108";0,391978085041046;0,365142640217831
"109";0,481085866689682;0,392051822400693
"110";0,212000593543053;0,298118856312915
"111";0,70698755979538;0,692537677651369
"112";0,582983732223511;0,476267621185191
"113";0,707217276096344;0,920767408017127
"114";0,138491407036781;0,0558116371200109
"115";0,693508923053741;0,722063067698096
"116";0,553211867809296;0,555624780257251
"117";0,198223173618317;0,262489105830051
"118";0,402381509542465;0,542170164249911
"119";0,369289249181747;0,283667628844341
"120";0,73343026638031;0,703251531163611
"121";0,187655866146088;0,136539183668598
"122";0,395026922225952;0,378597256225171
"123";0,413830608129501;0,391179778028648
"124";0,427700310945511;0,478136289476424
"125";0,724019348621368;0,662389452158701
"126";0,456738829612732;0,437398777560702
"127";0,415689945220947;0,337112242110682
"128";0,654157340526581;0,656409633895842
"129";0,114071324467659;0,099788217261448
"130";0,395991325378418;0,288775390277199
"131";0,671026229858398;0,600473404770734
"132";0,5747429728508;0,520244188868673
"133";0,879261672496796;0,933972902304047
"134";0,409635186195374;0,470038643828046
"135";0,328899264335632;0,198704390150851
"136";0,500414073467255;0,443378583365606
"137";0,366042375564575;0,311573447404347
"138";0,348577588796616;0,267970605904338
"139";0,42131969332695;0,502180142075001
"140";0,184809923171997;0,164320422681461
"141";0,522909820079803;0,664258170281753
"142";0,417767733335495;0,355674594634972
"143";0,897958993911743;0,958888811732623
"144";0,204318150877953;0,16643827498289
"145";0,302805423736572;0,304472413217202
"146";0,269089311361313;0,295627252912103
"147";0,196614116430283;0,102279808204306
"148";0,457019716501236;0,409119207901313
"149";0,342753767967224;0,310078480380677
"150";0,221731498837471;0,234832446364332
"151";0,852400124073029;0,889124190584881
"152";0,258007615804672;0,256883038666576
"153";0,286219269037247;0,243926753305762
"154";0,380096405744553;0,365267232222928
"155";0,40234249830246;0,35866452868231
"156";0,855289220809937;0,815622332518309
"157";0,409703552722931;0,342095448912307
"158";0,662514090538025;0,677837340920327
"159";0,188368678092957;0,135168808650026
"160";0,526586532592773;0,462314686989278
"161";0,139614835381508;0,105394296882878
"162";0,314175456762314;0,275943696921482
"163";0,277880042791367;0,260246661523525
"164";0,566398918628693;0,456833199372946
"165";0,706687748432159;0,66301233743646
"166";0,34472918510437;0,318799061138634
"167";0,444209724664688;0,411237085118652
"168";0,473748922348022;0,417715234028036
"169";0,738832890987396;0,86321171952689
"170";0,631838142871857;0,602965008171546
